TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Age_Binned,Amount_Binned
27.07,462.0,1.0,41.0,1.0,80.0,2.0,39.0,1.0,3773.29,214.0,2,1
119.89,2397.0,1.0,40.0,0.0,67.0,0.0,60.0,1.0,6697.77,159.0,2,3
106.39,295.0,1.0,41.0,2.0,37.0,0.0,281.0,1.0,9410.99,249.0,1,3
12.04,2141.0,1.0,13.0,2.0,37.0,1.0,58.0,1.0,6213.32,122.0,1,1
365.7,172.0,1.0,15.0,1.0,21.0,3.0,115.0,1.0,368.78,234.0,1,2
29.38,305.0,1.0,3.0,1.0,28.0,3.0,63.0,1.0,1663.31,284.0,1,1
319.85,1357.0,1.0,10.0,0.0,60.0,0.0,148.0,1.0,711.66,82.0,0,2
350.14,572.0,1.0,20.0,2.0,75.0,2.0,38.0,1.0,2403.25,137.0,2,2
163.94,1412.0,1.0,41.0,1.0,52.0,2.0,73.0,1.0,5957.37,208.0,0,3
170.53,245.0,1.0,28.0,1.0,24.0,3.0,58.0,1.0,801.01,206.0,1,3
262.22,1278.0,1.0,3.0,0.0,40.0,1.0,136.0,1.0,5711.71,360.0,1,0
41.49,745.0,1.0,0.0,2.0,24.0,3.0,13.0,1.0,928.33,339.0,1,1
121.43,554.0,1.0,34.0,1.0,52.0,1.0,243.0,1.0,7365.28,65.0,0,3
350.46,2326.0,1.0,26.0,1.0,51.0,2.0,165.0,1.0,5839.38,9.0,0,2
220.41,1630.0,1.0,12.0,2.0,26.0,1.0,155.0,1.0,5116.98,221.0,1,0
33.46,338.0,1.0,39.0,0.0,72.0,2.0,111.0,1.0,3641.07,169.0,2,1
104.79,1419.0,1.0,10.0,0.0,70.0,0.0,223.0,1.0,1352.19,224.0,2,3
246.27,2453.0,1.0,14.0,2.0,29.0,0.0,141.0,1.0,7299.86,273.0,1,0
48.85,2329.0,1.0,9.0,0.0,19.0,3.0,176.0,1.0,1503.56,52.0,1,1
332.0,770.0,1.0,5.0,0.0,69.0,2.0,17.0,1.0,5943.13,40.0,2,2
118.1,2046.0,1.0,22.0,2.0,54.0,1.0,167.0,1.0,895.66,171.0,0,3
84.59,726.0,1.0,19.0,1.0,67.0,0.0,10.0,1.0,5669.1,49.0,2,3
295.64,2365.0,1.0,17.0,2.0,21.0,3.0,82.0,1.0,1061.96,257.0,1,0
514.33,1000.0,1.0,30.0,1.0,25.0,3.0,160.0,1.0,1592.94,353.0,1,2
211.36,409.0,1.0,35.0,0.0,43.0,0.0,112.5,1.0,6215.96,355.0,0,3
94.59,2274.0,1.0,42.0,2.0,39.0,0.0,34.0,1.0,6171.89,253.0,1,3
80.43,29.0,1.0,8.0,1.0,59.0,2.0,157.0,1.0,5987.67,115.0,0,1
54.25,1386.0,1.0,41.0,2.0,68.0,0.0,37.0,1.0,14783.33,150.0,2,1
178.88,1121.0,1.0,9.0,1.0,76.0,2.0,93.0,1.0,4708.29,346.0,2,3
518.85,1996.0,1.0,18.0,2.0,22.0,3.0,82.0,1.0,1806.0,14.0,1,2
10.65,742.0,1.0,21.0,2.0,54.0,0.0,161.0,1.0,13240.72,238.0,0,1
198.62,2485.0,1.0,40.0,1.0,27.0,3.0,84.0,1.0,1196.07,15.0,1,3
107.03,464.0,1.0,24.0,1.0,27.0,3.0,73.0,1.0,1408.07,349.0,1,3
139.57,2161.0,1.0,13.0,0.0,19.0,3.0,263.0,1.0,271.78,60.0,1,3
312.47,800.0,1.0,25.0,0.0,49.0,4.0,148.0,1.0,9419.27,102.0,0,0
346.11,30.0,1.0,9.0,1.0,41.0,1.0,213.0,1.0,9551.64,100.0,0,2
138.06,1347.0,1.0,5.0,1.0,44.0,1.0,159.0,1.0,1070.47,29.0,0,3
158.02,1756.0,1.0,27.0,0.0,49.0,1.0,120.0,1.0,9374.24,214.0,0,3
211.36,1321.0,1.0,6.0,2.0,66.0,2.0,96.0,1.0,4253.18,303.0,2,3
435.5,882.0,1.0,28.0,0.0,55.0,4.0,112.0,1.0,6981.03,197.0,0,2
110.49,2049.0,1.0,33.0,2.0,57.0,0.0,48.0,1.0,10483.93,356.0,0,3
329.4,2425.0,1.0,10.0,2.0,34.0,0.0,68.0,1.0,9588.07,92.0,1,2
635.4,1745.0,1.0,10.0,0.0,47.0,0.0,106.0,1.0,1238.11,321.0,0,2
211.36,317.0,1.0,36.0,1.0,22.0,3.0,23.0,1.0,1244.93,208.0,1,3
175.07,1639.0,1.0,7.0,1.0,26.0,3.0,169.0,1.0,1040.25,112.0,1,3
7.31,1155.0,1.0,19.0,1.0,78.0,2.0,282.0,1.0,5757.67,52.0,2,1
175.15,2103.0,1.0,11.0,0.0,27.0,3.0,32.0,1.0,4737.84,202.0,1,3
32.54,1218.0,1.0,28.0,2.0,25.0,3.0,183.0,1.0,1544.88,38.0,1,1
121.82,1677.0,1.0,9.0,2.0,60.0,0.0,119.0,1.0,4737.84,306.0,0,3
56.12,1710.0,1.0,12.0,0.0,30.0,0.0,102.0,1.0,8839.67,187.0,1,1
424.7,193.0,1.0,24.0,2.0,56.0,2.0,178.0,1.0,6239.89,122.0,0,2
35.16,2012.0,1.0,6.0,1.0,32.0,1.0,130.0,1.0,4737.84,251.0,1,1
35.73,1067.0,1.0,24.0,1.0,65.0,0.0,87.0,1.0,9073.17,285.0,2,1
3.44,133.0,1.0,13.0,0.0,78.0,2.0,108.0,1.0,7561.33,356.0,2,1
211.36,776.0,1.0,13.0,1.0,21.0,3.0,235.0,1.0,694.03,97.0,1,3
139.03,1609.0,1.0,20.0,2.0,50.0,1.0,81.0,1.0,2276.57,305.0,0,3
254.92,1722.0,1.0,35.0,0.0,28.0,1.0,169.0,1.0,2791.12,55.0,1,0
115.11,824.0,1.0,0.0,2.0,28.0,1.0,139.0,1.0,9808.97,235.0,1,3
171.11,872.0,1.0,37.0,0.0,57.0,2.0,171.0,1.0,6324.09,137.0,0,3
168.54,207.0,1.0,28.0,0.0,70.0,0.0,142.0,1.0,13406.0,111.0,2,3
420.76,367.0,1.0,24.0,1.0,51.0,2.0,112.5,1.0,6581.55,135.0,0,2
408.46,423.0,1.0,33.0,1.0,64.0,2.0,28.0,1.0,3140.79,117.0,2,2
211.36,1553.0,1.0,11.0,2.0,30.0,0.0,45.0,1.0,10357.26,166.0,1,3
342.17,2363.0,1.0,27.0,1.0,21.0,3.0,247.0,1.0,461.83,129.0,1,2
580.71,1752.0,1.0,30.0,0.0,53.0,1.0,95.0,1.0,5670.0,270.0,0,2
211.36,1549.0,1.0,1.0,1.0,79.0,2.0,36.0,1.0,4040.32,333.0,2,3
253.47,1090.0,1.0,1.0,1.0,20.0,3.0,238.0,1.0,220.51,109.0,1,0
22.81,974.0,1.0,27.0,2.0,62.0,2.0,75.0,1.0,3634.76,96.0,2,1
266.57,1212.0,1.0,4.0,2.0,39.0,1.0,96.0,1.0,7180.48,47.0,1,0
374.61,1604.0,1.0,23.0,2.0,75.0,2.0,37.0,1.0,1389.71,300.0,2,2
339.35,214.0,1.0,4.0,0.0,78.0,2.0,70.0,1.0,5002.7,114.0,2,2
211.36,118.0,1.0,8.0,0.0,20.0,3.0,67.0,1.0,9239.12,56.0,1,3
9.83,1339.0,1.0,22.0,0.0,24.0,3.0,86.0,1.0,666.42,160.0,1,1
135.57,1091.0,1.0,4.0,1.0,51.0,0.0,116.0,1.0,11351.64,320.0,0,3
340.05,2021.0,1.0,11.0,0.0,43.0,1.0,37.0,1.0,7234.15,80.0,0,2
283.45,1951.0,1.0,7.0,1.0,27.0,1.0,127.0,1.0,2049.51,148.0,1,0
100.99,967.0,1.0,27.0,0.0,68.0,0.0,114.0,1.0,8865.27,169.0,2,3
90.88,337.0,1.0,0.0,1.0,18.0,3.0,176.0,1.0,3908.47,50.0,3,3
655.15,5.0,1.0,39.0,0.0,26.0,1.0,264.0,1.0,5587.44,52.0,1,2
320.55,787.0,1.0,25.0,2.0,50.0,1.0,118.0,1.0,438.75,111.0,0,2
41.51,1850.0,1.0,31.0,2.0,28.0,3.0,48.0,1.0,609.6,330.0,1,1
71.53,2030.0,1.0,17.0,1.0,68.0,2.0,39.0,1.0,2393.73,336.0,2,1
467.13,1820.0,1.0,18.0,1.0,54.0,2.0,45.0,1.0,3914.84,35.0,0,2
235.4,1805.0,1.0,11.0,1.0,28.0,3.0,70.0,1.0,818.36,230.0,1,0
159.32,110.0,1.0,39.0,1.0,18.0,3.0,100.0,1.0,304.44,249.0,3,3
50.83,2375.0,1.0,30.0,2.0,30.0,0.0,48.0,1.0,9553.42,223.0,1,1
56.89,219.0,1.0,15.0,1.0,59.0,1.0,56.0,1.0,3034.67,209.0,0,1
20.22,490.0,1.0,17.0,0.0,43.0,1.0,138.0,1.0,5515.32,9.0,0,1
50.4,582.0,1.0,35.0,1.0,36.0,0.0,84.0,1.0,1677.01,54.0,1,1
73.88,835.0,1.0,20.0,1.0,53.0,2.0,131.0,1.0,4055.55,108.0,0,1
119.61,514.0,1.0,36.0,0.0,33.0,0.0,53.0,1.0,9899.94,65.0,1,3
211.36,2187.0,1.0,24.0,1.0,18.0,3.0,129.0,1.0,756.74,324.0,3,3
116.58,1612.0,1.0,33.0,1.0,43.0,1.0,247.0,1.0,2620.74,27.0,0,3
211.36,1181.0,1.0,32.0,0.0,30.0,0.0,161.0,1.0,11090.24,244.0,1,3
391.96,1111.0,1.0,43.0,0.0,64.0,2.0,79.0,1.0,2174.16,24.0,2,2
156.26,17.0,1.0,41.0,1.0,46.0,1.0,160.0,1.0,7854.1,186.0,0,3
427.0,1388.0,1.0,28.0,1.0,49.0,1.0,163.0,1.0,8253.65,67.0,0,2
443.68,766.0,1.0,40.0,3.0,18.0,3.0,137.0,1.0,874.15,243.0,3,2
101.76,341.0,1.0,30.0,3.0,31.0,0.0,26.0,1.0,6043.25,284.0,1,3
67.57,1516.0,1.0,5.0,1.0,37.0,1.0,107.0,1.0,2766.12,291.0,1,1
326.29,2312.0,1.0,10.0,2.0,56.0,1.0,179.0,1.0,8171.26,260.0,0,2
158.56,416.0,1.0,34.0,0.0,33.0,0.0,100.0,1.0,5401.21,264.0,1,3
56.02,1122.0,1.0,22.0,2.0,27.0,3.0,142.0,1.0,3548.02,95.0,1,1
288.28,119.0,1.0,32.0,2.0,27.0,3.0,36.0,1.0,160.83,10.0,1,0
245.67,18.0,1.0,32.0,1.0,24.0,3.0,107.0,1.0,752.25,82.0,1,0
152.18,1431.0,1.0,20.0,2.0,39.0,1.0,176.0,1.0,2459.84,266.0,1,3
114.35,2223.0,1.0,12.0,1.0,41.0,1.0,21.0,1.0,469.12,230.0,0,3
373.27,1305.0,1.0,24.0,2.0,61.0,0.0,79.0,1.0,8441.61,360.0,2,2
504.63,2126.0,1.0,32.0,2.0,60.0,1.0,168.0,1.0,3806.16,87.0,0,2
126.22,806.0,1.0,1.0,0.0,46.0,1.0,77.0,1.0,6133.41,78.0,0,3
211.36,2379.0,1.0,18.0,1.0,47.0,0.0,181.0,1.0,8802.97,251.0,0,3
211.36,613.0,1.0,15.0,2.0,68.0,0.0,127.0,1.0,14881.77,166.0,2,3
8.37,82.0,1.0,7.0,0.0,63.0,2.0,135.0,1.0,1106.34,299.0,2,1
197.49,1202.0,1.0,14.0,2.0,53.0,2.0,30.0,1.0,5005.33,17.0,0,3
637.97,1992.0,1.0,27.0,1.0,58.0,2.0,90.0,1.0,7949.03,93.0,0,2
13.52,871.0,1.0,39.0,0.0,26.0,3.0,65.0,1.0,259.77,7.0,1,1
432.1,540.0,1.0,37.0,0.0,49.0,1.0,240.0,1.0,2114.3,233.0,0,2
375.17,1049.0,1.0,13.0,0.0,51.0,1.0,66.0,1.0,5495.3,302.0,0,2
642.68,324.0,1.0,14.0,1.0,50.0,0.0,94.0,1.0,8461.46,135.0,0,2
78.44,2192.0,1.0,38.0,2.0,52.0,2.0,292.0,1.0,6870.84,255.0,0,1
139.72,107.0,1.0,22.0,1.0,49.0,1.0,201.0,1.0,5058.83,121.0,0,3
499.99,1400.0,1.0,38.0,1.0,31.0,1.0,296.0,1.0,8885.0,162.0,1,2
10.07,114.0,1.0,0.0,2.0,24.0,3.0,49.0,1.0,530.81,154.0,1,1
120.62,395.0,1.0,33.0,0.0,23.0,3.0,85.0,1.0,9379.53,16.0,1,3
578.49,1937.0,1.0,26.0,1.0,59.0,2.0,180.0,1.0,6475.13,27.0,0,2
119.3,1576.0,1.0,23.0,1.0,34.0,1.0,22.0,1.0,319.04,152.0,1,3
280.92,2484.0,1.0,31.0,2.0,41.0,0.0,168.0,1.0,5298.85,18.0,0,0
42.42,997.0,1.0,34.0,2.0,21.0,3.0,102.0,1.0,490.57,168.0,1,1
77.03,1118.0,1.0,14.0,0.0,67.0,0.0,259.0,1.0,11310.27,103.0,2,1
22.59,573.0,1.0,39.0,0.0,62.0,2.0,45.0,1.0,3988.75,119.0,2,1
568.76,1871.0,1.0,3.0,0.0,51.0,2.0,155.0,1.0,7484.32,345.0,0,2
25.94,1945.0,1.0,38.0,2.0,58.0,2.0,211.0,1.0,4815.11,15.0,0,1
105.94,1418.0,1.0,28.0,1.0,51.0,1.0,207.0,1.0,5963.1,216.0,0,3
211.36,529.0,1.0,41.0,0.0,52.0,0.0,94.0,1.0,10427.0,49.0,0,3
350.15,2224.0,1.0,14.0,0.0,21.0,3.0,195.0,1.0,296.47,134.0,1,2
211.36,1569.0,1.0,18.0,0.0,65.0,0.0,105.0,1.0,1100.06,39.0,2,3
183.67,1159.0,1.0,36.0,2.0,19.0,3.0,238.0,1.0,910.26,281.0,1,3
278.27,666.0,1.0,40.0,1.0,29.0,0.0,123.0,1.0,6684.34,215.0,1,0
470.3,1699.0,1.0,2.0,0.0,40.0,0.0,88.0,1.0,8524.09,97.0,1,2
261.69,2238.0,1.0,30.0,0.0,53.0,2.0,84.0,1.0,5126.65,166.0,0,0
365.04,452.0,1.0,41.0,1.0,22.0,3.0,94.0,1.0,873.89,344.0,1,2
211.1,1712.0,1.0,24.0,1.0,57.0,2.0,136.0,1.0,7059.77,38.0,0,3
21.49,810.0,1.0,10.0,0.0,58.0,0.0,240.0,1.0,11991.24,105.0,0,1
63.58,1690.0,1.0,8.0,0.0,18.0,3.0,199.0,1.0,8086.04,332.0,3,1
321.86,1333.0,1.0,35.0,0.0,63.0,0.0,167.0,1.0,12626.49,12.0,2,2
12.11,2353.0,1.0,17.0,3.0,75.0,2.0,127.0,1.0,1730.28,47.0,2,1
642.54,856.0,1.0,25.0,1.0,44.0,1.0,28.0,1.0,3143.17,253.0,0,2
210.45,2342.0,1.0,19.0,0.0,27.0,3.0,146.0,1.0,1242.49,1.0,1,3
313.65,179.0,1.0,6.0,1.0,55.0,2.0,173.0,1.0,1886.36,265.0,0,0
99.76,1424.0,1.0,34.0,1.0,26.0,3.0,131.0,1.0,416.89,3.0,1,3
115.32,1348.0,1.0,10.0,1.0,53.0,2.0,113.0,1.0,5929.08,133.0,0,3
33.61,1535.0,1.0,25.0,2.0,23.0,3.0,72.0,1.0,479.08,137.0,1,1
498.59,182.0,1.0,28.0,2.0,33.0,0.0,32.0,1.0,5862.99,35.0,1,2
98.81,1632.0,1.0,37.0,1.0,27.0,3.0,91.0,1.0,797.1,108.0,1,3
1.87,1980.0,1.0,42.0,0.0,65.0,2.0,147.0,1.0,7287.94,205.0,2,1
78.92,1100.0,1.0,17.0,2.0,59.0,1.0,95.0,1.0,5624.86,125.0,0,1
194.29,142.0,1.0,39.0,1.0,39.0,1.0,10.0,1.0,2988.41,154.0,1,3
28.73,2485.0,1.0,18.0,0.0,53.0,1.0,185.0,1.0,2712.96,134.0,0,1
105.53,1103.0,1.0,7.0,2.0,24.0,3.0,88.0,1.0,1433.66,231.0,1,3
211.36,550.0,1.0,24.0,2.0,30.0,0.0,34.0,1.0,7336.56,103.0,1,3
237.86,239.0,1.0,30.0,0.0,18.0,3.0,210.0,1.0,475.63,237.0,3,0
409.61,1355.0,1.0,18.0,1.0,65.0,0.0,89.0,1.0,11698.15,233.0,2,2
75.53,1537.0,1.0,14.0,2.0,21.0,3.0,157.0,1.0,1034.35,48.0,1,1
72.75,782.0,1.0,31.0,0.0,64.0,0.0,15.0,1.0,12042.79,56.0,2,1
39.11,1624.0,1.0,8.0,2.0,26.0,3.0,143.0,1.0,518.54,124.0,1,1
211.36,453.0,1.0,37.0,0.0,23.0,3.0,139.0,1.0,1258.93,290.0,1,3
211.36,2137.0,1.0,20.0,0.0,68.0,0.0,90.0,1.0,9127.65,113.0,2,3
137.49,1359.0,1.0,13.0,0.0,34.0,1.0,50.0,1.0,4471.05,41.0,1,3
504.71,678.0,1.0,11.0,2.0,29.0,1.0,61.0,1.0,6214.54,134.0,1,2
371.47,980.0,1.0,25.0,1.0,24.0,3.0,58.0,1.0,1187.04,46.0,1,2
430.35,339.0,1.0,5.0,2.0,36.0,0.0,205.0,1.0,354.9,267.0,1,2
230.32,880.0,1.0,19.0,1.0,35.0,1.0,56.0,1.0,791.46,131.0,1,0
121.71,1649.0,1.0,6.0,0.0,52.0,2.0,140.0,1.0,5878.89,299.0,0,3
98.87,25.0,1.0,11.0,2.0,20.0,3.0,179.0,1.0,533.2,35.0,1,3
117.55,903.0,1.0,14.0,0.0,24.0,3.0,35.0,1.0,897.94,289.0,1,3
244.64,357.0,1.0,40.0,1.0,30.0,0.0,103.0,1.0,9159.56,30.0,1,0
321.93,2300.0,1.0,26.0,0.0,45.0,1.0,12.0,1.0,4392.73,88.0,0,2
211.36,152.0,1.0,8.0,1.0,58.0,2.0,11.0,1.0,1390.98,87.0,0,3
283.23,2485.0,1.0,12.0,2.0,40.0,1.0,98.0,1.0,2008.77,75.0,1,0
346.65,2475.0,1.0,42.0,2.0,30.0,1.0,60.0,1.0,6356.96,35.0,1,2
381.62,173.0,1.0,19.0,2.0,64.0,2.0,164.0,1.0,6009.12,360.0,2,2
388.65,349.0,1.0,28.0,0.0,76.0,2.0,43.0,1.0,7896.85,112.0,2,2
29.22,1235.0,1.0,35.0,0.0,24.0,3.0,151.0,1.0,1649.43,160.0,1,1
46.75,1389.0,1.0,7.0,1.0,67.0,2.0,150.0,1.0,2840.43,177.0,2,1
348.64,1057.0,1.0,38.0,2.0,57.0,2.0,128.0,1.0,3274.96,298.0,0,2
319.17,78.0,1.0,40.0,2.0,73.0,2.0,81.0,1.0,6501.56,146.0,2,2
73.95,2063.0,1.0,18.0,0.0,26.0,3.0,76.0,1.0,363.92,59.0,1,1
389.63,311.0,1.0,23.0,2.0,27.0,1.0,99.0,1.0,9748.48,152.0,1,2
217.61,533.0,1.0,6.0,0.0,19.0,3.0,45.0,1.0,1404.53,225.0,1,0
199.84,94.0,1.0,9.0,0.0,21.0,3.0,150.0,1.0,706.44,171.0,1,3
56.35,255.0,1.0,5.0,0.0,44.0,0.0,75.0,1.0,5095.73,73.0,0,1
248.95,1102.0,1.0,37.0,1.0,65.0,2.0,29.0,1.0,3059.79,189.0,2,0
142.58,1110.0,1.0,35.0,0.0,33.0,1.0,145.0,1.0,7844.23,23.0,1,3
211.36,2485.0,1.0,13.0,0.0,28.0,3.0,87.0,1.0,1119.61,308.0,1,3
84.34,1043.0,1.0,22.0,2.0,58.0,2.0,248.0,1.0,5313.97,188.0,0,3
211.36,1663.0,1.0,31.0,0.0,31.0,1.0,156.0,1.0,6227.99,70.0,1,3
333.78,2269.0,1.0,36.0,0.0,60.0,2.0,98.0,1.0,6810.94,87.0,0,2
332.59,1279.0,1.0,35.0,2.0,55.0,2.0,143.0,1.0,1457.07,162.0,0,2
236.81,2017.0,1.0,28.0,1.0,22.0,3.0,15.0,1.0,813.68,55.0,1,0
417.8,1161.0,1.0,30.0,1.0,27.0,3.0,130.0,1.0,1518.82,174.0,1,2
319.27,1430.0,1.0,35.0,0.0,50.0,0.0,150.0,1.0,10269.78,354.0,0,2
384.1,2485.0,1.0,11.0,1.0,42.0,1.0,172.0,1.0,672.79,318.0,0,2
211.36,445.0,1.0,14.0,1.0,61.0,0.0,158.0,1.0,6024.8,65.0,2,3
474.77,2424.0,1.0,16.0,2.0,56.0,1.0,50.0,1.0,2158.59,133.0,0,2
542.72,1643.0,1.0,16.0,1.0,43.0,0.0,92.0,1.0,6011.8,150.0,0,2
79.8,2417.0,1.0,13.0,0.0,73.0,2.0,76.0,1.0,6372.58,25.0,2,1
46.24,492.0,1.0,36.0,1.0,57.0,1.0,52.0,1.0,2569.56,61.0,0,1
327.8,2206.0,1.0,37.0,0.0,61.0,0.0,54.0,1.0,10585.48,175.0,2,2
445.79,1238.0,1.0,19.0,0.0,52.0,0.0,161.0,1.0,717.99,341.0,0,2
55.89,1517.0,1.0,14.0,2.0,72.0,2.0,150.0,1.0,3689.65,309.0,2,1
158.41,257.0,1.0,34.0,1.0,28.0,3.0,16.0,1.0,1512.16,220.0,1,3
101.19,2263.0,1.0,10.0,2.0,64.0,0.0,75.0,1.0,14389.45,201.0,2,3
211.36,120.0,1.0,12.0,1.0,36.0,1.0,265.0,1.0,9800.21,111.0,1,3
61.97,940.0,1.0,31.0,0.0,74.0,2.0,95.0,1.0,7014.69,263.0,2,1
27.21,1089.0,1.0,38.0,0.0,79.0,2.0,102.0,1.0,3520.61,26.0,2,1
173.74,1674.0,1.0,15.0,2.0,80.0,2.0,64.0,1.0,4913.42,328.0,2,3
176.11,1461.0,1.0,38.0,1.0,38.0,1.0,105.0,1.0,9155.35,247.0,1,3
88.4,2113.0,1.0,13.0,2.0,46.0,1.0,174.0,1.0,2567.53,198.0,0,3
567.92,1126.0,1.0,8.0,2.0,53.0,2.0,14.0,1.0,3779.47,348.0,0,2
138.11,2350.0,1.0,31.0,2.0,68.0,2.0,104.0,1.0,4177.65,41.0,2,3
456.93,1803.0,1.0,41.0,1.0,28.0,1.0,193.0,1.0,7284.76,186.0,1,2
101.42,762.0,1.0,1.0,2.0,66.0,2.0,146.0,1.0,6530.59,358.0,2,3
300.61,789.0,1.0,12.0,2.0,44.0,0.0,51.0,1.0,7895.54,332.0,0,0
265.94,1008.0,1.0,4.0,2.0,54.0,1.0,132.0,1.0,6781.3,14.0,0,0
345.54,159.0,1.0,36.0,2.0,29.0,1.0,50.0,1.0,2091.78,285.0,1,2
411.52,75.0,1.0,20.0,0.0,41.0,0.0,88.0,1.0,11108.39,170.0,0,2
111.21,1543.0,1.0,32.0,1.0,35.0,0.0,111.0,1.0,9088.36,348.0,1,3
316.37,1592.0,1.0,7.0,0.0,53.0,1.0,86.0,1.0,4671.69,97.0,0,0
260.63,2406.0,1.0,13.0,1.0,37.0,1.0,142.0,1.0,7534.73,146.0,1,0
92.36,579.0,1.0,9.0,0.0,29.0,1.0,144.0,1.0,6353.14,92.0,1,3
262.06,1678.0,1.0,28.0,1.0,63.0,0.0,118.0,1.0,13587.52,240.0,2,0
64.5,1521.0,1.0,10.0,0.0,74.0,2.0,230.0,1.0,1351.24,128.0,2,1
253.55,77.0,1.0,17.0,0.0,28.0,1.0,85.0,1.0,2797.26,169.0,1,0
211.36,520.0,1.0,26.0,1.0,21.0,3.0,125.0,1.0,1222.77,227.0,1,3
175.94,1009.0,1.0,16.0,0.0,57.0,2.0,89.0,1.0,3728.04,48.0,0,3
199.47,1485.0,1.0,11.0,2.0,57.0,0.0,142.0,1.0,6067.44,59.0,0,3
51.07,155.0,1.0,9.0,1.0,63.0,2.0,133.0,1.0,4292.16,348.0,2,1
435.86,2467.0,1.0,17.0,0.0,56.0,2.0,134.0,1.0,3801.82,175.0,0,2
74.73,189.0,1.0,17.0,1.0,64.0,2.0,162.0,1.0,6353.22,123.0,2,1
182.79,2009.0,1.0,21.0,2.0,23.0,3.0,14.0,1.0,1251.85,31.0,1,3
628.36,135.0,1.0,2.0,2.0,44.0,0.0,108.0,1.0,11869.71,69.0,0,2
268.39,356.0,1.0,35.0,2.0,29.0,0.0,177.0,1.0,9409.43,321.0,1,0
362.27,2485.0,1.0,17.0,0.0,80.0,2.0,47.0,1.0,6003.59,72.0,2,2
560.15,1498.0,1.0,22.0,2.0,50.0,1.0,92.0,1.0,817.83,267.0,0,2
351.99,1068.0,1.0,6.0,0.0,80.0,2.0,45.0,1.0,3663.64,299.0,2,2
132.36,503.0,1.0,7.0,1.0,28.0,3.0,160.0,1.0,319.65,222.0,1,3
24.77,2053.0,1.0,26.0,2.0,40.0,1.0,17.0,1.0,478.23,57.0,1,1
668.67,2092.0,1.0,11.0,2.0,44.0,0.0,143.0,1.0,13446.81,6.0,0,2
80.24,908.0,1.0,27.0,1.0,53.0,0.0,58.0,1.0,8012.81,349.0,0,1
8.65,2167.0,1.0,23.0,0.0,68.0,2.0,198.0,1.0,4201.22,311.0,2,1
178.91,521.0,1.0,29.0,0.0,18.0,3.0,19.0,1.0,8870.89,43.0,3,3
115.22,2332.0,1.0,37.0,1.0,27.0,1.0,108.0,1.0,906.2,164.0,1,3
161.63,2427.0,1.0,38.0,2.0,46.0,0.0,276.0,1.0,9286.37,118.0,0,3
542.75,2324.0,1.0,26.0,1.0,70.0,2.0,63.0,1.0,2224.08,124.0,2,2
317.47,790.0,1.0,34.0,2.0,67.0,0.0,16.0,1.0,14639.28,95.0,2,2
280.99,345.0,1.0,15.0,1.0,45.0,1.0,29.0,1.0,9733.59,61.0,0,0
24.19,251.0,1.0,36.0,0.0,29.0,1.0,28.0,1.0,2756.2,63.0,1,1
586.85,1503.0,1.0,23.0,0.0,36.0,0.0,86.0,1.0,6655.15,354.0,1,2
372.41,1124.0,1.0,36.0,0.0,55.0,2.0,143.0,1.0,3233.87,11.0,0,2
211.36,1352.0,1.0,14.0,0.0,20.0,3.0,148.0,1.0,1676.57,55.0,1,3
383.69,2048.0,1.0,7.0,2.0,54.0,1.0,285.0,1.0,8371.11,220.0,0,2
247.17,936.0,1.0,6.0,1.0,65.0,2.0,149.0,1.0,2611.64,80.0,2,0
48.78,1472.0,1.0,18.0,1.0,18.0,3.0,136.0,1.0,552.06,228.0,3,1
4.15,1967.0,1.0,29.0,1.0,60.0,2.0,119.0,1.0,6017.36,205.0,0,1
60.99,1398.0,1.0,28.0,1.0,34.0,1.0,58.0,1.0,7281.46,88.0,1,1
408.19,2373.0,1.0,23.0,1.0,26.0,1.0,241.0,1.0,6847.47,126.0,1,2
524.6,660.0,1.0,12.0,1.0,58.0,0.0,76.0,1.0,13017.7,203.0,0,2
108.96,1891.0,1.0,25.0,0.0,26.0,3.0,247.0,1.0,7597.66,17.0,1,3
70.03,2389.0,1.0,26.0,1.0,63.0,2.0,49.0,1.0,7330.31,92.0,2,1
124.84,1775.0,1.0,21.0,2.0,52.0,2.0,79.0,1.0,6711.78,304.0,0,3
324.04,1225.0,1.0,41.0,0.0,54.0,2.0,30.0,1.0,2248.06,104.0,0,2
39.69,749.0,1.0,2.0,2.0,70.0,2.0,163.0,1.0,3524.68,81.0,2,1
157.7,2276.0,1.0,29.0,1.0,58.0,4.0,46.0,1.0,8332.58,276.0,0,3
81.27,2089.0,1.0,39.0,2.0,22.0,3.0,68.0,1.0,1814.48,263.0,1,1
193.82,730.0,1.0,18.0,1.0,37.0,1.0,176.0,1.0,3886.77,345.0,1,3
16.73,2268.0,1.0,43.0,2.0,79.0,2.0,165.0,1.0,7591.13,101.0,2,1
474.05,1465.0,1.0,38.0,0.0,57.0,2.0,214.0,1.0,1484.31,262.0,0,2
39.21,846.0,1.0,24.0,0.0,66.0,0.0,245.0,1.0,9385.57,328.0,2,1
637.75,1328.0,1.0,9.0,1.0,79.0,2.0,152.0,1.0,4202.92,148.0,2,2
153.59,812.0,1.0,32.0,1.0,66.0,2.0,174.0,1.0,4813.12,200.0,2,3
186.6,2007.0,1.0,40.0,1.0,18.0,3.0,139.0,1.0,9716.68,253.0,3,3
